Comment_Id,Dataset,Comment,User_Rated_Sexism,User_Reasoning,Perspective_Toxicity,Perspective_Identity_Attack,Perspective_Insult,Perspective_Profanity,GPT_Sexism_Rating,GPT_Sexism_Score,Community
9759,call_me,I have yet to meet see or know a woman who knows how to drive or what on Earth she's doing on the road! save our roads!,True,Stereotypes and Comparative opinions,0.23,0.05,0.08,0.18,4.0,95.0,A
9760,call_me,They I love women. https://t.co/Shk4I2WNKL,False,Not a direct statement of sexist opinion,0.04,0.02,0.01,0.03,1.0,0.0,A
9761,benevolent,"What, oh what would we do without feminists?! #InternationalWomensDay #ADayWithoutWomen https://t.co/YHYoRt8312",False,Not a direct statement of sexist opinion,0.29,0.37,0.12,0.08,2.0,25.0,C
9773,benevolent,Just because ones mindset isn't like doesn't mean they dumb. Don't expect a woman's mindset be like a man's. https://t.co/ygG19ndFLJ,True,Stereotypes and Comparative opinions,0.42,0.37,0.43,0.31,2.0,30.0,C
9777,benevolent,"The biggest coward of a man is to awaken the love of a woman without the intention of loving her.

#LLFingersCrossed",False,Not a direct statement of sexist opinion,0.38,0.1,0.43,0.12,2.0,25.0,C
9780,call_me,MENTION4701 Have you seen their cabinet? gender matters in some instances.,False,Maybe Sexist - needs more context,0.04,0.01,0.01,0.01,2.0,40.0,A
9781,hostile,Using it to communicate our humanity? CHICKS MAN MENTION3286 Don't call me sexist because we all know how y'all girls are with Twitter.,True,Stereotypes and Comparative opinions,0.4,0.28,0.25,0.23,3.0,70.0,B
9788,hostile,"Somehow, I doubt it. MENTION3374 More people would be satisfied with me as president than a women #notsexist #NeverYield",True,Stereotypes and Comparative opinions,0.33,0.32,0.17,0.08,3.0,75.0,B
9798,call_me,"i hate it when girls say the N word. ""No""",True,Endorsement of inequality,0.37,0.37,0.17,0.25,2.0,25.0,A
9813,benevolent,A woman is like a tea bag - You can't tell how strong she is until you put her in hot water. (Roosevelt) #womensday… https://t.co/T2otCASns9,False,Not a direct statement of sexist opinion,0.38,0.38,0.27,0.16,2.0,30.0,C
9824,hostile,MENTION4744 Can you comment on Ford doing the VERY thing she complains of...? http://t.co/gBvOjnmbcV,False,Not a direct statement of sexist opinion,0.06,0.01,0.02,0.02,1.0,0.0,B
9830,benevolent,"No man succeeds without a good woman besides him. Wife or mother. If it is both, he is twice as blessed #womensday",True,Stereotypes and Comparative opinions,0.1,0.04,0.02,0.02,2.0,30.0,C
9834,call_me,"MENTION2660 MENTION722 I CANT WAIT TO SEE HER MEAN STREAK!
 All the MEAN men at the UN are g… https://t.co/XDDVY1624D",False,Not a direct statement of sexist opinion,0.18,0.06,0.06,0.09,2.0,30.0,A
9846,hostile,MENTION3968 ...not what I'm looking at.  No.,False,Not a direct statement of sexist opinion,0.02,0.0,0.01,0.01,1.0,0.0,B
9852,call_me,MENTION809 I loved it as a child. Are we to ban all sexists in videogames even if they are v… https://t.co/19MNHnyFKa,False,Not a direct statement of sexist opinion,0.25,0.1,0.07,0.16,1.0,0.0,A
9854,call_me,MENTION215 I think women are generally more often beet fans. most guys I know hate 'em.,True,Stereotypes and Comparative opinions,0.42,0.46,0.28,0.18,2.0,25.0,A
9865,call_me,men shouldn't be hairdressers.. my fucked up bangs are proooof #bitttter,True,Behaviorial Expectations,0.79,0.37,0.41,0.75,3.0,70.0,A
9866,call_me,if is one thing mi nuh believe ina is hitting women,False,Not a direct statement of sexist opinion,0.38,0.37,0.11,0.19,2.0,25.0,A
9870,call_me,"no man should ever have to sew...EVER!!! not because we are men, simply because we can't...",True,Behaviorial Expectations,0.19,0.13,0.05,0.03,3.0,75.0,A
9886,benevolent,Real women don't go along w/ #adaywithoutwomen crap! It's a fake cause manufactured by man-hating feminists/lesbians. #Stopit #yourefired,True,Denying inequality,0.74,0.62,0.61,0.54,4.0,85.0,C
9887,call_me,"I hate guys that drink like women.

No, it is NOT okay for you to enjoy that strawberry daiquiri you fucking pansy",True,Behaviorial Expectations,0.89,0.55,0.67,0.81,4.0,85.0,A
9892,call_me,"I never got used to the idea of seeing girls on skateboards, its just weird.",True,Behaviorial Expectations,0.25,0.18,0.08,0.08,2.0,30.0,A
9895,hostile,MENTION1934 Yup.,False,Not a direct statement of sexist opinion,0.01,0.0,0.01,0.01,1.0,0.0,B
9906,call_me,I don't think girls should wrestle.,True,Behaviorial Expectations,0.45,0.51,0.27,0.17,3.0,70.0,A
9908,hostile,"Now I'm not sexist, but an all-female Ghostbusters 3 with no connection to the original movies is quite possibly the word idea of all time.",True,Stereotypes and Comparative opinions,0.18,0.07,0.03,0.09,2.0,30.0,B
9910,call_me,HAHA WHAT MENTION647 I still don't like how the main character of legend of korra is a woman. It just doesn't feel right.,True,Endorsement of inequality,0.25,0.18,0.07,0.06,3.0,75.0,A
9912,hostile,MENTION2168 Are you a feminist?,False,Not a direct statement of sexist opinion,0.31,0.28,0.17,0.09,1.0,0.0,B
9913,call_me,"if you need a specific training segment for coaching women, it defeats the purpose of equality across the board...",False,Not a direct statement of sexist opinion,0.1,0.09,0.02,0.01,2.0,30.0,A
9918,call_me,there are just some things women shouldn't do.,True,Behaviorial Expectations,0.39,0.49,0.17,0.08,3.0,70.0,A
9933,hostile,"RT MENTION1533 call me sexist if you want, but I find female sportscasters really annoying.",True,Stereotypes and Comparative opinions,0.52,0.5,0.46,0.29,3.0,75.0,B
9946,call_me,I just can't see America having a woman president. You can I just wouldn't vote!,True,Stereotypes and Comparative opinions,0.4,0.45,0.25,0.05,3.0,70.0,A
9950,benevolent,"If, as for the man, there is not a woman; just a good-for-nothing fellow 
#internationalwomensday",False,Maybe Sexist - needs more context,0.29,0.28,0.16,0.04,3.0,75.0,C
9964,benevolent,"""We can’t achieve any of our goals without the participation of women and girls"". Happy #WomensDay from all of us at abuad.",False,Not a direct statement of sexist opinion,0.02,0.02,0.01,0.01,1.0,0.0,C
9970,hostile,I'm not sexist but I prefer the shear athleticism of men's curling over the tactical women's game,True,Behaviorial Expectations,0.25,0.2,0.05,0.09,2.0,30.0,B
9977,hostile,"No I'm not sexist for calling you a cunt, you're just offended that I called you what you are and are really just angry at yourself.",False,Not a direct statement of sexist opinion,0.75,0.1,0.61,0.76,4.0,95.0,B
9990,benevolent,"""I love you like a man loves a woman he never touches,never met,only writes to, keeps little photographs of"" -Bukowski",False,Not a direct statement of sexist opinion,0.11,0.02,0.03,0.03,1.0,0.0,C
9998,hostile,"RT MENTION2777 Look I'm not sexist, but the only funny women in comedy are amy poehler, Tina f, and kristen w",True,Stereotypes and Comparative opinions,0.27,0.12,0.09,0.13,2.0,30.0,B
10000,hostile,MENTION996 Was informed by a man today that there's no difference between Michigan's Rape Insurance and his house and car insurance.,False,Not a direct statement of sexist opinion,0.13,0.01,0.03,0.02,1.0,0.0,B
10005,call_me,Lol agreed RT MENTION4663: I feel like boy shirts should not showcase more cleavage than girl shirts.,False,Not a direct statement of sexist opinion,0.19,0.06,0.04,0.11,3.0,65.0,A
10009,hostile,#adviceforyoungfeminists Be sure to employ double standards to excuse your bigotry. No one will notice. http://t.co/9wvQHELdhg,True,Denying inequality,0.29,0.23,0.17,0.08,4.0,85.0,B
10014,hostile,RT MENTION1106 Give your daughters a fighting chance don't start them out with stripper names,True,Stereotypes and Comparative opinions,0.32,0.06,0.07,0.19,3.0,75.0,B
10017,call_me,"Just met this beautiful girl. she said she's a brain surgeon. I was shocked

I didn't know girls could be good at sarcasm",True,Stereotypes and Comparative opinions,0.28,0.27,0.17,0.08,3.0,70.0,A
10022,call_me,MENTION1578 MENTION4362 MENTION4049 MENTION344  I'm hoping the *purse safe* actually belongs to Stu's wife. Just sayin,False,Maybe Sexist - needs more context,0.09,0.01,0.02,0.05,2.0,30.0,A
10033,call_me,not sure about women's boxing. Katie T very impressive though 🥊,False,Not a direct statement of sexist opinion,0.11,0.03,0.03,0.05,1.0,0.0,A
10035,hostile,Kim K has had marriages that didn't stretch as long as #MKR,False,Not a direct statement of sexist opinion,0.07,0.01,0.02,0.02,1.0,0.0,B
10038,benevolent,"wow, just wow 😍 it's really amazing when a guy writes out his emotions for a girl. just wow. https://t.co/NcT68zwSSD",False,Not a direct statement of sexist opinion,0.08,0.01,0.02,0.06,1.0,0.0,C
10039,call_me,a man’s place is in the home | Blogs | LifeSite https://t.co/8SFZgrl1zo,True,Behaviorial Expectations,0.03,0.01,0.01,0.02,3.0,75.0,A
10040,benevolent,No one can capture the spirit and essence of a woman like a man can! https://t.co/K7rUgiTntU,True,Stereotypes and Comparative opinions,0.11,0.06,0.02,0.02,3.0,75.0,C
10045,call_me,"Aussie Swimsuit Calendar Models here @ 5pm... 
just so you know, a girl is writing this, I am... http://t.co/wKOqu5tA",False,Not a direct statement of sexist opinion,0.07,0.02,0.02,0.06,1.0,0.0,A
10049,hostile,"RT MENTION2423 I'm not sexist but girls get more attention when they tweet, thats why they have 832057238K followers, RTs and faves",True,Stereotypes and Comparative opinions,0.25,0.11,0.04,0.13,2.0,30.0,B
10052,hostile,MENTION378 MENTION872 ...rightS plural...,False,Not a direct statement of sexist opinion,0.02,0.01,0.01,0.01,1.0,0.0,B
10057,benevolent,Beauty is everywhere you look in everything you do ❤️ #womensday https://t.co/ljP3vKni3U,False,Not a direct statement of sexist opinion,0.02,0.01,0.01,0.02,1.0,0.0,C
10062,hostile,"RT MENTION1482 You can call me sexist or whatever, but there's just something bout women drivers that bug me",True,Stereotypes and Comparative opinions,0.34,0.28,0.14,0.21,3.0,70.0,B
10064,call_me,"IKR, I love, love, love Whitesnake's Is This Love video. Just been taken back in time by YouTube. Yup, still love it.",False,Not a direct statement of sexist opinion,0.06,0.02,0.02,0.04,1.0,0.0,A
10066,call_me,"Woman are a fickle and shallow gender, only a few get thumbs up from me, most woman prove this stereotype daily!",True,Stereotypes and Comparative opinions,0.49,0.55,0.46,0.18,4.0,85.0,A
10070,call_me,MENTION3473 MENTION3438 #feminism has abused the words #sexism and #rape so much they means nothing now so go on do F OFF,True,Denying inequality,0.68,0.4,0.47,0.45,4.0,85.0,A
10073,hostile,"Ugh these #KillerBlondes are killer boring, and what's with spreading their dna all over the table? Unhygienic -and- gross! #MKR2015 #MKR",False,Not a direct statement of sexist opinion,0.58,0.28,0.57,0.28,2.0,25.0,B
10077,benevolent,"Every time you mistreat a woman,
you give up the right to be treated
 like a man.",False,Not a direct statement of sexist opinion,0.24,0.22,0.06,0.06,2.0,30.0,C
10080,call_me,where's the LOGIC?? “MENTION2320: I can expect a man to cheat..but a woman? Ur a whore b. Sorry. U are.”,True,Behaviorial Expectations,0.83,0.37,0.71,0.67,3.0,75.0,A
10096,hostile,"Damn Kat & Andre sneak through, would much rather Katie & Nikki had gotten through #mkr #damnukat",False,Not a direct statement of sexist opinion,0.42,0.03,0.25,0.45,1.0,0.0,B
10098,call_me,"""Bitches still come chill & sex this!"".. KAPLOW!!",True,Stereotypes and Comparative opinions,0.86,0.21,0.57,0.79,3.0,70.0,A
10100,call_me,"what's the over/under on how many dicks Erin A, Colleen D, and Rachel N had to suck to get on espn?",True,Stereotypes and Comparative opinions,0.8,0.08,0.51,0.7,4.0,90.0,A
10101,call_me,I cannot listen to a woman call a men's football game.,True,Stereotypes and Comparative opinions,0.36,0.38,0.17,0.06,3.0,75.0,A
10103,benevolent,MENTION1949 tall for a girl :))))) kkkk tell me next week again. My orientation is after school start lel,False,Not a direct statement of sexist opinion,0.18,0.02,0.04,0.11,1.0,0.0,C
10106,call_me,"this is a #male #dosa #sizematters 

#foodporn #wanderlust #tourdeindia… https://t.co/37TdBoF6KD",False,Not a direct statement of sexist opinion,0.44,0.1,0.11,0.44,3.0,75.0,A
10107,call_me,".MENTION423 Yes! ""Call me sexist because..."" is way more honest than ""If you're proud to be sexist, OWN IT.",False,Maybe Sexist - needs more context,0.37,0.09,0.17,0.12,2.0,30.0,A
10119,hostile,MENTION4416 I like a multimedia approach.,False,Not a direct statement of sexist opinion,0.02,0.01,0.01,0.02,1.0,0.0,B
10124,call_me,speaking to females about football is like attempting to teach a cat to bark #pointless,True,Stereotypes and Comparative opinions,0.52,0.47,0.47,0.23,3.0,75.0,A
10125,hostile,"Oh, I have one too!!!  MENTION953 MENTION2728 MENTION3264 http://t.co/jrvmjyILge",False,Not a direct statement of sexist opinion,0.06,0.01,0.01,0.05,1.0,0.0,B
10144,call_me,"I just can’t get behind women beating each other with light tubes. Hell, guys shouldn’t do it ei… https://t.co/Mp09nAb6L5",False,Not a direct statement of sexist opinion,0.47,0.37,0.27,0.46,2.0,35.0,A
10156,benevolent,"My wife is going to work today beacause she is NO lazy liberal woman looking for a day off! 
#adaywithoutwomen #MAGA https://t.co/YpQrGJVr57",True,Denying inequality,0.43,0.38,0.46,0.08,3.0,70.0,C
10157,benevolent,Act like a lady THINK like a man.,True,Stereotypes and Comparative opinions,0.36,0.28,0.28,0.09,3.0,70.0,C
10158,hostile,"MENTION1926 ...she is painfully stupid, Ben.  Sorry.  It's now hurting my brain...",False,Not a direct statement of sexist opinion,0.79,0.02,0.8,0.33,2.0,25.0,B
10165,hostile,"Yes, you put in the wrong way. Cue dumb blonde jokes. #MKR",False,Stereotypes and Comparative opinions,0.56,0.1,0.57,0.33,3.0,70.0,B
10170,call_me,I can't take any pretty woman covering the NFL draft serious. Read the teleprompter bitch.,True,Behaviorial Expectations,0.84,0.38,0.75,0.72,4.0,85.0,A
10180,call_me,"MENTION686 

I doubt many gals pretend to be fellas !",False,Not a direct statement of sexist opinion,0.2,0.1,0.08,0.05,2.0,30.0,A
10187,benevolent,ppl always discredit Mingyus height but im tall for a girl and someone who is 180cm seems rly nicely tall to me so Mingyu at like 183cm is👍,True,Stereotypes and Comparative opinions,0.17,0.04,0.03,0.08,1.0,0.0,C
10192,call_me,"MENTION2782 I feel like I have to say this, cuz people will I don't care that it's Cap Marvel. I… https://t.co/Uem7wxtSGq",False,Not a direct statement of sexist opinion,0.07,0.01,0.02,0.06,1.0,0.0,A
10213,call_me,"girls shouldn't rap.. Example; Nicki M, and that chick in the Cody Simpson Video",True,Stereotypes and Comparative opinions,0.36,0.37,0.17,0.13,3.0,70.0,A
10216,benevolent,"MENTION1848 :) I have examples in front of me who define love of a woman for her man is beyond the realms and boundaries of status, money.",False,Not a direct statement of sexist opinion,0.06,0.03,0.02,0.01,2.0,30.0,C
10229,call_me,I have concluded that by the very nature of the thought & emotional pattern of women they recieve lies better than truth.,True,Behaviorial Expectations,0.34,0.38,0.24,0.04,3.0,75.0,A
10232,call_me,as a man you should know how to change your own tire no exceptions.,True,Behaviorial Expectations,0.05,0.01,0.02,0.02,2.0,30.0,A
10233,call_me,I swear girls can't handle their drugs as well as men,True,Stereotypes and Comparative opinions,0.38,0.44,0.27,0.14,3.0,70.0,A
10234,benevolent,#womensday  Women have surely outdone men if they judge with wisdom. Bengali theater is also not an exception.… https://t.co/NCSEFiTZC1,True,Stereotypes and Comparative opinions,0.3,0.37,0.16,0.07,2.0,30.0,C
10238,call_me,women should not be allowed to drive trucks or SUVs hauling a trailer,True,Behaviorial Expectations,0.51,0.58,0.28,0.17,4.0,90.0,A
10239,call_me,"MENTION2006 It's not sexism. If you're prepared to be a bastard, male or female, you'll succeed. less women do that.",True,Not a direct statement of sexist opinion,0.63,0.46,0.57,0.54,3.0,75.0,A
10242,hostile,MENTION3656 I pay the bills in this household it's the least she can do,True,Behaviorial Expectations,0.08,0.0,0.02,0.02,3.0,70.0,B
10253,hostile,MENTION786 Elegant and beautiful?Cheap and trashy!Nothing more unattractive than girls banging on about how hot hey are. #mkr #notsassy,True,Behaviorial Expectations,0.55,0.24,0.4,0.4,3.0,70.0,B
10256,benevolent,"Without 'her', even a HER0 is a 0.....☺
#HappyWomensDay #womensday 
😄 https://t.co/Q5a3855EWE",False,Not a direct statement of sexist opinion,0.2,0.08,0.09,0.07,2.0,30.0,C
10258,hostile,MENTION3423 MENTION1905 In terms of what?  Measured how?,False,Not a direct statement of sexist opinion,0.02,0.0,0.01,0.01,1.0,0.0,B
10259,benevolent,"i was raised to hustle like a man, bc i was told to never depend on one.",False,Not a direct statement of sexist opinion,0.06,0.01,0.02,0.02,2.0,30.0,C
10260,call_me,“MENTION676: female vocalists ruin the majority of good bands” !!,True,Behaviorial Expectations,0.51,0.55,0.38,0.13,3.0,75.0,A
10261,call_me,You are out of your mind if you truly believe she earned this scholarship because of her ability to play the sport.… https://t.co/Ejlk4IRfYm,True,Stereotypes and Comparative opinions,0.25,0.01,0.22,0.08,3.0,75.0,A
10263,hostile,RT MENTION2296 I'm not sexist but women are responsible for childhood obesity,True,Behaviorial Expectations,0.54,0.57,0.4,0.23,3.0,75.0,B
10280,call_me,"I don't give a fuck - WOMEN CAN'T GIVE DIRECTIONS. Pls give the phone to a nearby man, dear mam. For general world peace.",True,Stereotypes and Comparative opinions,0.78,0.51,0.49,0.73,4.0,90.0,A
10281,call_me,what kinda crazy bitch buys they mans flowers for his bday,True,Behaviorial Expectations,0.88,0.24,0.73,0.78,4.0,85.0,A
10284,benevolent,I don't care how hard you think you are if you cant act like a man no one will respect you👊🏻,True,Behaviorial Expectations,0.38,0.05,0.28,0.12,3.0,75.0,C
10293,hostile,Not sexist...But I cant have a woman discussing Rugby League. If its ladies Ruby League fine. Not PC so save any potential moaning #MansGame,True,Behaviorial Expectations,0.3,0.25,0.08,0.12,3.0,70.0,B
10298,hostile,Dont understand why #Marvel is making changes to characters. Thor is a favorite of mine. Im not sexist but Im mad that hes a woman now,False,Stereotypes and Comparative opinions,0.31,0.28,0.12,0.14,3.0,70.0,B
10309,hostile,MENTION2228 Or grab a camera...,False,Not a direct statement of sexist opinion,0.09,0.0,0.02,0.02,1.0,0.0,B
10311,call_me,MENTION1440 watching her play doesn’t make me fell like she deserves to have come this far.,False,Maybe Sexist - needs more context,0.08,0.01,0.02,0.02,3.0,70.0,A
10315,hostile,WTF!!!!! I not a huge fans of the promo girls but they never voted strategically! This sucks! Soo annoyed! #mkr #killerblondes,False,Not a direct statement of sexist opinion,0.83,0.11,0.51,0.67,1.0,0.0,B
10316,benevolent,There is nothing a man of good sense dreads in a wife so much as her having more sense than himself. #ALDUBxDTBYTadhana SinagRadioDJ,True,Behaviorial Expectations,0.06,0.01,0.03,0.02,3.0,75.0,C
10317,hostile,"RT MENTION2270  MENTION4464 Almost purely because men can raise their voices, women just end up screaming...",True,Stereotypes and Comparative opinions,0.25,0.28,0.07,0.07,3.0,70.0,B
10321,benevolent,"Womens are playing a leading role in our society without their contributions nothing is possible,my mother is my inspiration #womensday",False,Not a direct statement of sexist opinion,0.12,0.1,0.03,0.02,1.0,0.0,C
10322,hostile,"MENTION225 I just laughed at Kane's move.  Kid is sick.  Wish they'd used Geno over Letang, though...",False,Not a direct statement of sexist opinion,0.34,0.01,0.37,0.04,1.0,0.0,B
10326,call_me,"MENTION2232 Really beautiful!  And huba, huba! Look at the geometry on that honey!  all th… https://t.co/Yd3CD85Pjh",False,Maybe Sexist - needs more context,0.11,0.01,0.02,0.09,2.0,30.0,A
10334,hostile,"""what I see as a fact"" rofl MENTION1365 Emotions get in their way far too often. I'm not sexist, I'm just stating what I see as a fact.",False,Stereotypes and Comparative opinions,0.15,0.02,0.03,0.07,2.0,30.0,B
10337,hostile,RT MENTION1410 I'm not sexist but when a girl farts openly near you... http://t.co/YgfGfTrtrJ,True,Maybe Sexist - needs more context,0.53,0.12,0.25,0.49,2.0,25.0,B
10342,call_me,this is sexy http://t.co/CyfFYNW,False,Not a direct statement of sexist opinion,0.35,0.02,0.04,0.33,1.0,0.0,A
10348,call_me,I like MENTION4727 flowchart (http://t.co/lk0nD4g4be) better than MENTION2171 (http://t.co/waT7JYhg3I),False,Not a direct statement of sexist opinion,0.04,0.01,0.01,0.04,1.0,0.0,A
10351,hostile,"MENTION1531 In this case, evidently, yes.",False,Not a direct statement of sexist opinion,0.02,0.0,0.01,0.01,1.0,0.0,B
10353,hostile,"MENTION619 ""Sorry"" for confusing me?  What am I looking at?",False,Not a direct statement of sexist opinion,0.02,0.0,0.01,0.01,1.0,0.0,B
10356,call_me,i dissed the shoe sales girl and waited for the guy,True,Behaviorial Expectations,0.2,0.02,0.04,0.08,2.0,25.0,A
10360,call_me,I don't like watching porn that has women in it!,False,Not a direct statement of sexist opinion,0.45,0.3,0.13,0.33,1.0,0.0,A
10388,call_me,I hate authority figures in the workplace especially if it's a female....ESPECIALLY!!!!!! idgaf,True,Stereotypes and Comparative opinions,0.52,0.49,0.34,0.27,3.0,75.0,A
10394,hostile,MENTION953 Maybe she was 'raped' by a cubist and it's a symbol of her burden,False,Not a direct statement of sexist opinion,0.56,0.14,0.37,0.39,4.0,90.0,B
10395,hostile,RT MENTION1379 on my way to vote for SRC.. call me sexist but I aint voting for no Lady..,True,Stereotypes and Comparative opinions,0.37,0.28,0.2,0.18,4.0,85.0,B
10396,call_me,"MENTION2873 MENTION4482 MENTION3823 yeah, I could care less about her accomplishment.",False,Maybe Sexist - needs more context,0.1,0.0,0.03,0.03,1.0,0.0,A
10403,call_me,MENTION1436 it's somehow even more difficult to imagine as she is a woman.,False,Maybe Sexist - needs more context,0.13,0.09,0.04,0.02,2.0,30.0,A
10409,call_me,"and he was like 'I think it is sad when girls have lead, because there are not enough guys that dance.'",True,Behaviorial Expectations,0.14,0.07,0.04,0.03,2.0,30.0,A
10417,call_me,I think female chefs belong in the kitchen.,False,Maybe Sexist - needs more context,0.52,0.57,0.4,0.21,4.0,90.0,A
10429,call_me,RE Avengers trailer? MOAR BLACK WIDOW!,False,Not a direct statement of sexist opinion,0.28,0.26,0.08,0.1,1.0,0.0,A
10431,call_me,RT MENTION2795 MENTION1607 lmao!!!! lockerz.com/s/139580062 <<  that is disgusting lmbo,False,Maybe Sexist - needs more context,0.45,0.07,0.36,0.29,1.0,0.0,A
10432,call_me,"I don't like women in MMA, especially sexy chicks fighting. #TateRouseyScissorInsteadofFight",True,Behaviorial Expectations,0.43,0.38,0.25,0.26,3.0,70.0,A
10436,call_me,True true RT MENTION4346: somethings women aint got no business doing...we are NOT the same as men..,True,Endorsement of inequality,0.27,0.29,0.09,0.03,3.0,75.0,A
10442,call_me,"MENTION2099 I told my wife if she wanted to work I was ok with it, but my goal was that she never “had” to work.

C… https://t.co/5dOZy5XIjx",False,Maybe Sexist - needs more context,0.02,0.0,0.01,0.02,3.0,70.0,A
10444,call_me,you can't beat watching women's tennis when the Williams sisters aren't involved.,False,Not a direct statement of sexist opinion,0.1,0.06,0.02,0.01,2.0,30.0,A
10447,hostile,I'm not sexist but I bet if I had one month of training I could do all these snowboard tricks the girls are doing and I've never boarded,True,Stereotypes and Comparative opinions,0.28,0.1,0.06,0.16,2.0,30.0,B
10448,benevolent,"Look like a girl : Act like a lady : Think like a man :  Work like a boss... 

Make her day… https://t.co/Gr8dbJcuui",True,Stereotypes and Comparative opinions,0.13,0.05,0.05,0.06,3.0,70.0,C
10449,hostile,"'didn't blow my mind. it blew something else, if u know what i mean' #mkr",False,Not a direct statement of sexist opinion,0.11,0.0,0.03,0.03,2.0,30.0,B
10452,call_me,I'll take it out for you RT MENTION3626 I think a man should take out the trash. But (cont) http://tl.gd/74h4fo,True,Behaviorial Expectations,0.23,0.03,0.08,0.14,2.0,25.0,A
10453,call_me,"""MENTION2934: NoShaveNovember is like the He Man Woman Haters Club, NO GIRLS ALLOWED!"" THANK YOU!",True,Endorsement of inequality,0.46,0.37,0.35,0.16,3.0,75.0,A
10461,call_me,it is so upsetting to see a woman with no ass.  The front be damn near perfect and the back is f… https://t.co/ngYK4NDObu,True,Stereotypes and Comparative opinions,0.75,0.3,0.4,0.71,3.0,75.0,A
10465,call_me,some it's difficult to refer to Mook as a man. https://t.co/AQLfVSMmiC,False,Not a direct statement of sexist opinion,0.09,0.01,0.03,0.03,2.0,30.0,A
10469,call_me,I find that young girls tend to learn #Aikido much faster than boys. They are often more focused and receptive.,False,Not a direct statement of sexist opinion,0.05,0.03,0.01,0.03,2.0,30.0,A
10477,benevolent,You've got a strong grip for a girl. https://t.co/9xuILE3D3d #counterculture#antiwar #nowar #counterculture #culture #woodstock #hippie,True,Stereotypes and Comparative opinions,0.2,0.1,0.07,0.11,2.0,30.0,C
10483,call_me,it makes me uncomfortable when guys sit with their legs crossed,True,Behaviorial Expectations,0.38,0.1,0.13,0.27,2.0,30.0,A
10484,call_me,wiffle ball bats are agnostic and kind of braggadocios about it.,False,Not a direct statement of sexist opinion,0.17,0.04,0.07,0.06,1.0,0.0,A
10486,benevolent,"No man succeeds without a good woman besides him. Wife or mother. If it is both, he is twice as blessed #happywomensday 
#KwabsLoves u all",False,Not a direct statement of sexist opinion,0.04,0.02,0.01,0.02,2.0,30.0,C
10507,call_me,"MENTION2214 MENTION494 MENTION480 That is why I'm against a woman president, i believe… https://t.co/Faq9ys19fm",True,Endorsement of inequality,0.35,0.4,0.14,0.08,3.0,75.0,A
10512,call_me,im sorry im tired of this bullshit first women nba coach now women nfl coach. it's a man's sport n that's how it should b,True,Endorsement of inequality,0.75,0.28,0.46,0.72,4.0,85.0,A
10515,call_me,99% of the women I reach out to as sources bend over backwards for me vs. dudes who are prob 50/50 in even replying,False,Not a direct statement of sexist opinion,0.17,0.1,0.05,0.06,2.0,30.0,A
10521,benevolent,My Niece is gonna be the Female Micheal P man. She's on Varsity as a Freshman and is Damn Good!! 😬😬😬😬,False,Not a direct statement of sexist opinion,0.37,0.06,0.14,0.42,1.0,10.0,C
10522,benevolent,"#ADayWithoutWomen These women don't shun their responsibilities for a day of self pity.
Grow up and quit your compl… https://t.co/CsaIbM3WVH",False,Not a direct statement of sexist opinion,0.33,0.37,0.26,0.07,3.0,70.0,C
10531,benevolent,"Da biggest cowared is the man who awakens the love of a woman without intending to love her back.. 

💔😢",False,Not a direct statement of sexist opinion,0.37,0.07,0.4,0.14,2.0,25.0,C
10543,call_me,"wen a man steps outside his home, he knows where his real home is",False,Not a direct statement of sexist opinion,0.03,0.01,0.01,0.02,2.0,30.0,A
10556,call_me,“MENTION676: female vocalists ruin the majority of good bands” shots fired at MENTION3896,True,Stereotypes and Comparative opinions,0.43,0.46,0.25,0.16,3.0,70.0,A
10559,call_me,women cnt drive,True,Stereotypes and Comparative opinions,0.47,0.55,0.35,0.17,4.0,90.0,A
10561,call_me,GOP women are the dumbest creatures on the face of the earth.,True,Stereotypes and Comparative opinions,0.85,0.55,0.84,0.42,4.0,95.0,A
10568,call_me,get that female ref outta here! Let them play the dang game.. #Lakers #Clippers,True,Stereotypes and Comparative opinions,0.34,0.28,0.25,0.13,3.0,75.0,A
10582,hostile,RT MENTION1750 I'm not sexist but all female rappers need to just stop,True,Behaviorial Expectations,0.43,0.46,0.25,0.21,3.0,75.0,B
10589,hostile,"RT MENTION2195 Great comment from a lad in class ""I'm not sexist as sexism is wrong and I'm a man so I'm never wrong"" #damnstraight",True,Stereotypes and Comparative opinions,0.42,0.28,0.19,0.44,3.0,75.0,B
10591,benevolent,"""Haven't got any where close to having it just as good as a man does"" Agree? Disagree? VOTE:… https://t.co/eNV3iT9ltJ",False,Maybe Sexist - needs more context,0.03,0.01,0.01,0.01,3.0,75.0,C
10593,call_me,I work harder for the ladies then I do for the fellas.. I think more young women need more opportunities..,False,Not a direct statement of sexist opinion,0.06,0.04,0.02,0.02,1.0,10.0,A
10598,benevolent,Pro-life is pro-woman! #internationalwomensday #womensday https://t.co/yEhIuQbFjN,False,Not a direct statement of sexist opinion,0.1,0.08,0.02,0.02,3.0,75.0,C
10600,benevolent,I do not wish women to have power over men; but over themselves.#MaryShelley  #womensday,False,Not a direct statement of sexist opinion,0.27,0.36,0.07,0.04,3.0,70.0,C
10625,hostile,Sassy...? More like femme bots than killer blondes... #mkr,False,Not a direct statement of sexist opinion,0.43,0.32,0.4,0.21,3.0,75.0,B
